"menuitemid","catid","itemname","description","sequenceorder","allowperorder","minperorder","is_special","availabilitydays","timeofday","itempicture","status","pos_name","availability_for_del_pick","available_time_from","available_time_to","available_date_to","available_date_from","allow_special_instructions","visible_type","available_type","day_or_date_range_avail","day_or_date_range_visible"
269710,40203,"Vegetable w. Tofu Soup &#32032;&#33756;&#35910;&#33104;&#28271;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269714,40203,"Chicken w. Corn Soup &#38622;&#29577;&#31859;&#28271;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269715,40203,"House Seafood Soup &#26412;&#27155;&#28023;&#39854;&#28271;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269716,40204,"Garden Salad &#38738;&#33756;&#27801;&#25289;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269723,40204,"Avocado Salad &#22902;&#27833;&#26524;&#27801;&#25289;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269725,40204,"Seaweed Salad &#28023;&#24118;&#27801;&#25289;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269735,40205,"Chicken Yaki Udon or Soba &#38622;&#32905;","Chicken Yaki Udon or Soba &#38622;&#32905;&#28818;&#28879;&#20908;&#40629; &#25110;&#26085;&#24335;&#25289;&#40629;",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269760,40205,"Beef Yaki Udon or Soba &#29275;&#32905;","Beef Yaki Udon or Soba &#29275;&#32905;&#28818;&#28879;&#20908;&#40629; &#25110; &#26085;&#24335;&#25289;&#40629;",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269764,40205,"Seafood Yaki Udon or Soba &#28023;&#39854;","Seafood Yaki Udon or Soba &#28023;&#39854;&#28818;&#28879;&#20908;&#40629; &#25110; &#26085;&#24335;&#25289;&#40629;",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269770,40205,"Shrimp Tempura Yaki Udon or Soba &#34662;&#29980;&#19981;&#36771;","Shrimp Tempura Yaki Udon or Soba &#34662;&#29980;&#19981;&#36771; &#28879;&#20908;&#40629; &#25110; &#26085;&#24335;&#25289;&#40629;",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269784,40208,"2. Teriyaki Beef Wrap &#28900;&#29275;&#32905;&#21367;","Grill Beef w. Fresh Assorted Veg. Wrapped in a Soft Pancake",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269782,40208,"1. Teriyaki Chicken Wrap &#28900;&#38622;&#32905;&#25458;","Grill Chicken w. Fresh Assorted Veg. Wrapped in A Soft pancake",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269789,40208,"3. Edamame &#27611;&#35910;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269807,40208,"6. Shumai ( Steamed Shrimp Dumpling) &#29138;&#36067;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269808,40208,"7. Steamed or Fried Pork Dumpling (6pcs) &#27700;&#39171;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269813,40208,"8. Fried Chicken Wings (6pcs) &#28856;&#38622;&#32764;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269815,40208,"9. Onion Ring &#27915;&#34085;&#22280;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269816,40208,"10. Fried Scallop &#28856;&#24178;&#35997;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269820,40208,"13. Fried Calamari &#28856;&#39799;&#39770;&#22280;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269858,40210,"1) BBQ Chicken on Stick (2 pcs) &#38622;&#20018;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270326,40204,"Grilled Chicken Salad &#38622;&#32905;&#27801;&#25289;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269964,40210,"2. BBQ Beef on Stick (2 pcs) &#29275;&#20018;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269967,40210,"3. BBQ Shrimp on Stick (2 pcs) &#34662;&#20018;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269969,40210,"4. Fish Ball on Stick (2 pcs) &#39770;&#34507;&#20018;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269974,40210,"5. BBQ Chicken Wings (2pcs) &#28900;&#38622;&#32764;&#20018;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269975,40210,"6. BBQ Squid (1pcs)  &#28900;&#39799;&#39770;&#20018;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269976,40211,"1. Chicken Fried Rice &#38622;&#32905;&#28818;&#39151;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269978,40211,"2. Beef Fried Rice &#29275;&#32905;&#28818;&#39151;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269980,40211,"3. Shrimp Fried Rice &#34662;&#28818;&#39151;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269983,40211,"4. Ham Fried Rice &#28779;&#33151;&#28818;&#39151;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269990,40233,"1. Black Tea w. Milk &#21407;&#21619;&#29645;&#29664;&#22902;&#33590;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269993,40233,"2. Thai Tea w. Milk &#27888;&#24335;&#29645;&#29664;&#22902;&#33590;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269995,40233,"3. Japanese Green Tea w. Milk &#26085;&#24335;&#29645;&#29664;&#22902;&#33590;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
269998,40233,"5. Strawberry w. Milk &#33609;&#33683;&#29645;&#29664;&#22902;&#33590;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270000,40233,"6. Mango w. Milk &#33426;&#26524;&#29645;&#29664;&#22902;&#33590;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270001,40233,"7. Watermelon w. Milk &#35199;&#29916;&#29645;&#29664;&#22902;&#33590;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270003,40233,"8. Taro w. Milk &#33419;&#39321;&#29645;&#29664;&#22902;&#33590;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270006,40233,"9. Coconut w. Milk &#26928;&#27713;&#29645;&#29664;&#22902;&#33590;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270018,40238,"1. Strawberry Smoothies/ Yogurt Smoothies &#33609;&#33683;&#22902;&#26132;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270022,40238,"2. Mango Smoothies/ Yogurt Smoothies &#33426;&#26524;&#22902;&#26132;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270023,40238,"3. Peach Smoothies/ Yogurt Smoothies &#27700;&#34588;&#26691;&#22902;&#26132;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270024,40238,"4. Pineapple Smoothies/ Yogurt Smoothies &#33760;&#34367;&#22902;&#26132;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270026,40238,"5. Passion Fruit Smoothies/ Yogurt Smoothies  &#30334;&#39321;&#26524;&#22902;&#26132;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270057,40248,"1. Apple Juice &#34315;&#26524;&#27713;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270061,40248,"3. Soda &#27773;&#27700;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270062,40248,"4. Spring Water &#31014;&#27849;&#27700;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
270064,40248,"6. Iced Coffee &#20941;&#21654;&#21857;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
274627,41044,"Roasted Fingerling Potato with Bacon and Cheddar, Topped with Creme Fraiche and Caviar&#8232;","",27,0,12,0,"mon,tue,wed,thu,fri,sat,sun","","",0,"","mon,tue,wed,thu,fri,sat,sun",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
394580,57905,"SUNDAE &#49692;&#45824;","&#49692;&#45824; korea- Style Sausage Made with Cellophane Noodle",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
280386,40209,"10) Teriyaki Triple Delight &#37941;&#26495;&#19977;&#27171;","Chicken Fillet. Jumble Shrimp & Beef Hibachi with Chef Special Teriyaki Sauce Served With Mix vegetable",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
280391,40209,"11) Teriyaki Chicken Fillet With Black Pepper &#37941;&#26495;&#40657;&#26898;&#38622;&#25170;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
281630,41887,"White Rice &#30333;&#39151;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354704,52319,"Korean Chinese Mei Fun &#38867;&#24335;&#28818;&#31881;&#32114;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354705,52319,"Udon w. Teriyaki Sauce w. Pork &#26085;&#24335;&#28818;&#28879;&#20908;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354706,52320,"Roast Pork Fried Rice &#21449;&#29138;&#28818;&#39151;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354702,52317,"Three Combination Noodles &#19977;&#25340;&#25736;&#40629;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354703,52319,"Thai Chow Fun &#27888;&#24335;&#28818;&#36020;&#20993;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
282211,41669,"B06. Vermicelli Chicken, Onion, Lemongrass","Bún gà xào x&#7843;",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
316778,43599,"GREEN TEA &#32160;&#33590;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
285516,33529,"Almond Milk Tea &#26447;&#20161;&#22902;&#33590;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"NEVER","NEVER",0,0
285517,33529,"Oreo Milk Tea &#30406;&#26685;&#22902;&#33590;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353475,52314,"Duck Leg &#28136;&#40232;&#33086;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
456428,61320,"YUPGI KIMBAP &#47560;&#50557;&#44608;&#48165;","Made From Steamed Rice with Yellow Radish, Carrot and smoked ham rolled in dried seaweed",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
290996,43202,"Banana Split &#39321;&#34121;&#33337;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
289782,42891,"GRAPEFRUIT GREEN TEA &#32418;&#26586;&#32511;&#33590;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
289785,42891,"LEMONADE &#26592;&#27308;&#27713;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
289794,42892,"MILK W/ TARO &#39321;&#33419;&#22902;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
442952,65290,"All White Rotisserie Chicken for 6","2 whole all white chickens and 6 large sides and 6 cornbread&#12288;&#65288;Includes 2 whole all white rotisserie chickens plus 6 large gourmet sides and 6 cornbread.&#65289;",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
290886,43209,"G-03 &#32005;&#35910;&#23567;&#22291;&#23376; Red Bean & Glutinous Rice  ","Hot or Cold &#29105;&#25110;&#20919;",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
342475,50319,"Orange Prawns (&#27224; &#23376; &#22823; &#34662;&#65289;","",26,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291666,42898,"GREEN APPLE &#38738;&#33529;&#26524; Slush &#20912;&#27801;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291671,42898,"COCONUT &#26928;&#23376; Slush &#20912;&#27801;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291682,42898,"LYCHEE &#33620;&#26525; Slush &#20912;&#27801;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291683,42898,"PEACH &#27700;&#34588;&#26691; Slush &#20912;&#27801;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291684,42898,"PASSION FRUIT + MANGO Slush  &#30334;&#39321;&#26524;+&#33426;&#26524; &#20912;&#27801;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291685,42898,"ICE MOCHA FRAPPE &#20912;&#25705;&#21345;&#20912;&#27801;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291686,42898,"GREEN TEA FRAPPE &#32511;&#33590;&#20912;&#21654;&#21857; &#20912;&#27801;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291691,42899,"STRAWBERRY SMOOTHIE &#33609;&#33683;  &#39854;&#26524;&#22902;&#20912;&#27801;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291693,42899,"MANGO SMOOTHIE &#33426;&#26524; &#39854;&#26524;&#22902;&#20912;&#27801;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291694,42899,"WATERMELON SMOOTHIE &#35199;&#29916; &#39854;&#26524;&#22902;&#20912;&#27801;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291695,42899,"PAPAYA SMOOTHIE &#26408;&#29916; &#39854;&#26524;&#22902;&#20912;&#27801;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291696,42899,"HONEYDEW SMOOTHIE &#23494;&#29916; &#39854;&#26524;&#22902;&#20912;&#27801;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291698,42899,"STRAWBERRY + PINEAPPLE + MANGO SMOOTHIE &#33609;&#33683;&#33760;&#33821;&#33426;&#26524;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291699,42899,"MANGO+ORANGE SMOOTHIE &#33426;&#26524; &#40092;&#27225; &#39854;&#26524;&#22902;&#20912;&#27801;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291700,42899,"RED BEAN SMOOTHIE &#32418;&#35910; &#39854;&#26524;&#22902;&#20912;&#27801;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291703,42899,"BANANA+ORANGE+BLUEBERRY W/ HONEY SMOOTHIE ","BANANA + ORANGE + BLUEBERRY W/ HONEY SMOOTHIE &#39321;&#34121; &#40092;&#27225; &#34013;&#33683; &#34562;&#34588; &#39854;&#26524;&#22902;&#20912;&#27801;",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291704,42899,"BANANA+CANTALOUPE+YOGURT W/ HONEY & OJ SMOOTHIE ","BANANA + CANTALOUPE + YOGURT W/ HONEY & OJ SMOOTHIE &#39321;&#34121; &#21704;&#23494;&#29916; &#37240;&#22902; &#34562;&#34588;&#27225;&#27713; &#39854;&#26524;&#22902;&#20912;&#27801;",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291705,42900,"MANGO JUICE W/ YOGURT &#33426;&#26524; &#37240;&#22902;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291706,42900,"GREEN TEA W/ YOGURT &#32511;&#33590; &#37240;&#22902;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291707,42900,"ORANGE JUICE W/ YOGURT &#27225; &#37240;&#22902;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293935,42890,"WATERMELON BUBBLE TEA &#35199;&#29916;&#29645;&#22902;","",15,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291708,42900,"GRAPEFRUIT W/ YOGURT &#33889;&#33796;&#26586; &#37240;&#22902;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291709,42900,"STRAWBERRY W/ YOGURT &#33609;&#33683; &#37240;&#22902;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291710,42963,"ORANGE JUICE &#40092;&#27225;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291711,42963,"APPLE JUICE &#34315;&#26524;&#27713;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291712,42963,"CARROT JUICE &#32418;&#33821;&#21340;&#27713;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291713,42963,"WATERMELON JUICE &#35199;&#29916;&#27713;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291714,42963,"APPLE+CUCUMBER+CELERY+HONEY JUICE &#33529;&#26524;,&#38738;&#26524;&#35199;&#33465;,&#34562;&#34588;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291715,42963,"APPLE + CARROT + CELERY JUICE &#33529;&#26524;&#32418;&#33821;&#21340;&#35199;&#33465;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291716,42963,"APPLE+CARROT+ORANGE+TOMATO JUICE &#33529;&#26524;,&#32418;&#33821;&#21340;,&#40092;&#27225;,&#35199;","APPLE + CARROT + ORANGE + TOMATO JUICE &#33529;&#26524;&#32418;&#33821;&#21340;&#40092;&#27225; &#35199;&#32418;&#26623;",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291717,42963,"ORANGE + CARROT + LEMON JUICE &#40092;&#27225; &#32418;&#33821;&#21340;&#26592;&#27308;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
291718,42963,"WATERMELON + CARROT + CUCUMBER JUICE &#35199;&#29916;&#32418;&#33821;&#21340;&#38738;&#26524;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293948,42890,"PUDDING & COFFEE JELLY &#24067;&#19969;&#21654;&#21857;&#20923;&#33014;","",21,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293949,42890,"COFFEE LATTE W/ COFFEE JELLY &#25343;&#38081;&#21654;&#21857;&#20923;&#33014;","",22,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293950,42890,"COFFEE MOCHA W/ COFFEE JELLY &#25705;&#21345;&#21654;&#21857;&#20923;&#33014;","",23,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293952,43785,"Red Bean Pudding &#32005;&#35910;&#21475;&#21619;&#24067;&#19969;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293947,42890,"HERBAL (GRASS) JELLY &#20185;&#33609;","",20,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
442949,65290,"Rotisserie Chicken Family Meal for 6&#12288;"," 2 whole chickens and choice of 6 large sides and 6 cornbread (Served with 6 large home style sides and 6 cornbread.)",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293174,43599,"TEA &#33590;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293177,43599,"LATTE &#25343;&#37941;","LATTE  ( CARAMEL, VANILLA, GREEN TEA) &#25343;&#38081; (&#28966;&#31958; &#39321;&#33609; &#32511;&#33590;)",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293187,43599,"ESPRESSO &#27987;&#21654;&#21857;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293201,43599,"OVALTINE &#38463;&#21326;&#30000;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293202,43599,"HORLICK &#21487;&#31435;&#20811;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293203,43599,"CHOCOLATE &#24039;&#20811;&#21147;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293205,42890,"TARO BUBBLE TEA &#26928;&#23376;&#33419;&#39321;&#29645;&#29664;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293207,42890,"VANILLA BUBBLE TEA &#39321;&#33609;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293218,42890,"JASMINE GREEN TEA  BUBBLE TEA&#33545;&#33673;&#32511;&#33590;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293220,42890,"ALMOND BUBBLE TEA &#26447;&#20161;&#29645;&#29664;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293222,42890,"CHOCOLATE BUBBLE TEA &#24039;&#20811;&#21147;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293230,42890,"GREEN APPLE BUBBLE TEA &#38738;&#33529;&#26524;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293235,42890,"HONEYDEW BUBBLE TEA &#23494;&#29916;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293237,42890,"LYCHEE BUBBLE TEA &#33620;&#26525;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293238,42890,"MANGO BUBBLE TEA &#33426;&#26524;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293239,42890,"CAPPUCCINO BUBBLE TEA &#21345;&#24067;&#20854;&#35834;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293951,43785,"Mango Pudding &#33426;&#26524;&#21475;&#21619;&#24067;&#19969;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
293242,42890,"PEACH  BUBBLE TEA&#27700;&#34588;&#31958;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
